-3.88691	-5.41509	-3.22133	66.1024	-4.3899	-0.0558	-4.5157	-0.1657	0.9048	-0.4258
32.4925	8.53617	103.613	9.07347	-4.28355	-0.222055	-4.1429	-0.31	0.951	-0.309
-1.70258	0.509241	-25.0568	-13.8236	-3.8631	-0.5448	-3.7549	-0.4063	0.9823	-0.1874
-4.90336	0.665273	-2.07413	3.2158	-3.47196	-0.355348	-3.358	-0.4533	0.998	-0.0628
-3.44133	-0.489483	3.05269	-0.903062	-3.2154	-0.5317	-2.9582	-0.4502	0.998	0.0628
-2.84715	-0.50866	0.55222	-0.282202	-2.55116	-0.331437	-2.562	-0.397	0.9823	0.1874
-2.25176	-0.486157	1.60304	0.125369	-2.182	-0.4583	-2.1757	-0.2945	0.9511	0.309
-1.89799	-0.144753	0.797769	0.883481	-1.92645	-0.0931056	-1.8052	-0.1445	0.9048	0.4258
-1.58567	0.246736	0.77279	1.01283	-1.5866	0.2527	-1.4564	0.0509	0.8443	0.5358
-1.4236	0.408126	-0.032061	0.579479	-1.17692	0.327361	-1.1348	0.2884	0.7705	0.6374
-0.81746	0.476713	1.74869	0.17186	-0.7032	0.4405	-0.8456	0.5643	0.6846	0.7289
-0.48577	1.16783	0.791017	1.64848	-0.939429	1.31255	-0.5932	0.8743	0.5878	0.809
-0.520958	1.44059	-0.512317	0.477748	-0.5788	1.3684	-0.3817	1.2135	0.4818	0.8763
-0.215612	1.70385	0.594052	1.1953	-0.175577	1.27446	-0.2143	1.5765	0.3682	0.9298
0.0141682	2.28313	0.588008	1.48941	0.0115	2.3018	-0.0938	1.9576	0.2487	0.9686
-0.0971837	2.7819	-0.370942	0.775104	-0.100006	2.9399	-0.022	2.3509	0.1254	0.9921
-0.201186	2.8052	-0.230416	-0.0391817	-0.197	2.7512	0	2.75	0	1
-0.0417356	3.16502	0.463069	0.73467	0.00577473	3.4043	0.0157	3.1494	0.0941	0.9956
-0.219057	3.69255	-0.678864	1.38903	-0.2708	3.7391	0.0813	3.5437	0.2182	0.9759
-0.0869959	4.15468	0.43383	0.769629	-0.0726635	4.27298	0.1959	3.9267	0.3388	0.9409
0.323966	4.33666	1.1099	0.409954	0.3525	4.3104	0.3575	4.2923	0.454	0.891
0.503523	4.61915	0.453029	1.00077	0.459528	4.49859	0.5637	4.6348	0.5621	0.8271
0.968814	4.96177	1.23908	0.84868	0.9996	4.956	0.8112	4.9487	0.6613	0.7501
1.24449	5.1955	0.687591	0.693328	1.19609	5.06961	1.096	5.2292	0.7501	0.6613
1.33604	5.46983	0.206944	0.669442	1.317	5.4642	1.4138	5.4717	0.8271	0.5621
1.68454	5.77673	0.817817	0.366291	1.79441	6.00451	1.7595	5.6724	0.891	0.454
2.07024	5.78793	0.954947	-0.0106386	2.0726	5.7644	2.1276	5.8283	0.9409	0.3387
2.5013	6.01773	0.886731	0.150813	2.63239	6.34263	2.5123	5.9368	0.9759	0.2181
2.83756	6.13371	0.849999	0.301231	2.8379	6.1425	2.9076	5.9962	0.9956	0.0941
3.64767	5.84616	2.09765	-0.820175	3.6984	5.73214	3.3072	6.0057	0.9995	-0.0314
3.79606	6.01433	0.511153	0.384792	3.7492	6.0635	3.7049	5.9649	0.9877	-0.1565
4.23008	5.75486	1.1212	-0.736589	4.23512	5.63866	4.0943	5.8747	0.9603	-0.279
4.50549	5.58119	0.726213	-0.457094	4.4932	5.5906	4.4693	5.7363	0.9177	-0.3972
5.00602	5.56007	1.0332	-0.310512	5.21834	5.7693	4.8241	5.552	0.8607	-0.5091
5.17453	5.49554	0.419777	-0.219472	5.1465	5.4895	5.1529	5.3248	0.7901	-0.6129
5.40373	5.39888	0.472919	-0.356098	5.48016	5.45721	5.4507	5.0581	0.7071	-0.7071
5.73153	4.80915	0.696015	-1.45157	5.7231	4.7595	5.7127	4.7561	0.6129	-0.7902
5.80479	4.56546	0.0195051	-0.631899	5.81388	4.67747	5.9347	4.4238	0.509	-0.8608
6.21616	4.22079	1.0906	-0.768095	6.2746	4.2323	6.1134	4.0662	0.3971	-0.9178
6.18578	3.80496	0.0106666	-0.957569	5.93449	3.68024	6.2459	3.689	0.279	-0.9603
5.90677	3.33404	-0.783443	-1.22728	5.8562	3.3113	6.33	3.2982	0.1564	-0.9877
6.15616	2.54344	1.06482	-1.86456	6.12946	2.4113	6.3645	2.9	0.0314	-0.9995
6.43275	2.64149	0.779764	0.226588	6.4419	2.7228	6.3488	2.5005	-0.0941	-0.9956
6.67892	2.54614	-0.337678	-0.651786	7.12828	2.68473	6.2832	2.1062	-0.2182	-0.9759
6.08758	1.72923	-1.7027	-2.0567	5.9859	1.6608	6.1686	1.7232	-0.3388	-0.9409
5.85598	1.32069	-0.229743	-0.900982	5.88435	1.40947	6.007	1.3576	-0.454	-0.891
5.9879	1.16964	0.408771	-0.374351	6.0321	1.1915	5.8008	1.0152	-0.5621	-0.8271
5.81908	0.723	-0.462582	-1.16631	5.66232	0.683333	5.5533	0.7013	-0.6613	-0.7501
5.41281	0.225873	-1.09119	-1.25049	5.3708	0.2198	5.2685	0.4208	-0.7501	-0.6613
4.93106	-0.0752269	-1.09317	-0.723614	4.84398	-0.0557082	4.9507	0.1783	-0.8271	-0.5621
4.67779	-0.0425256	-0.585611	0.126088	4.7093	-0.0114	4.605	-0.0225	-0.891	-0.454
4.50859	-0.155969	-0.332481	-0.311529	4.48914	-0.171119	4.2369	-0.1783	-0.9409	-0.3387
3.86678	-0.247928	-1.77694	-0.224148	3.7701	-0.2447	3.8522	-0.2868	-0.9759	-0.2181
3.38353	-0.346028	-0.916656	-0.274012	3.34211	-0.339381	3.4569	-0.3463	-0.9956	-0.0941
3.00178	-0.374262	-0.958232	-0.0236975	2.9983	-0.3634	3.0573	-0.3557	-0.9995	0.0314
2.35157	-0.174753	-1.27825	0.47356	2.0265	-0.162467	2.6596	-0.3149	-0.9877	0.1564
2.16141	-0.226855	-0.376276	-0.283677	2.2239	-0.2635	2.2702	-0.2247	-0.9603	0.279
1.76686	-0.0444417	-1.04781	0.50415	1.64462	-0.0697737	1.8952	-0.0863	-0.9178	0.3971
1.44317	0.275475	-0.766776	0.903939	1.4603	0.2927	1.5404	0.0979	-0.8607	0.509
1.36139	0.44739	-0.299063	0.322871	1.45417	0.447278	1.2116	0.3252	-0.7902	0.6129
0.772497	0.437438	-1.65455	-0.0241164	0.6859	0.4073	0.9138	0.5919	-0.7071	0.7071
0.310517	0.66806	-1.11767	0.608265	0.443262	0.714938	0.6518	0.8938	-0.6129	0.7902
0.110706	1.37368	-0.33875	1.8967	0.154	1.4619	0.4297	1.2262	-0.509	0.8607
0.45449	1.76569	0.918546	1.01498	0.334033	1.52453	0.2511	1.5838	-0.3971	0.9178
0.152911	1.79644	-1.29845	-0.0466614	0.0537	1.7263	0.1186	1.961	-0.279	0.9603
-0.0122315	2.24701	-0.470506	1.73175	0.0927899	2.07463	0.0345	2.3517	-0.1564	0.9877
-0.0178851	2.8874	0.141433	1.59911	0.0112	2.8758	0	2.75	-0.0314	0.9995
